,id,text
32,1142192637929316353,@ClaudiaCostin Este projeto é o massacre para o povo trabalhador. Mas ele não  vai afetar o trabalhador.  Vai matar as medias e pequenas empresas.  Não  haverá mercado de  consumo.
33,1142192634754142209,DEUS DO CÉU A FOTO QUE O NOAH POSTOU NO INSTAGRAM HOMEM SE VC QUER ME MATAR PARABÉNS VC CONSEGUIU
34,1142192628966076418,cansada dessa putaria
35,1142192624754987008,"@DezaTeixeira_ Que fdp mane, vontade de matar esse cara tá tendo mas ok"
36,1142192622490062848,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
37,1142192621651144705,eu vou MATAR a jamilly
38,1142192615527473153,"@Gabriel_Fraga92 @ggmaultasch A função de um objeto é definida pelo agente que controla este mesmo objeto. Alguém sob posse de uma arma pode usar este para fazer coleção, tiro esportivo, coagir pessoas para obter outros objetos, entre outros. Logo, arma possui outras funções além de matar."
39,1142192602625822722,"Alguém  em Dimantina  me chama  pra uma resenha  bem doida, funk putaria, Álcool, drogas  e tudo que há  de bom"
40,1142192594673393664,"@chiksterr_ É SEGREDO 
ja era vamo ter q matar @danielawilhelm5 
e eu n sou assustadora
:)"
41,1142192590470754309,"RT @abdalafarah: Hoje é dia 21/06/2019!

Sem perder esse foco:

Quando será o depoimento  do Flávio Bolsonaro?
E as investigações sobre o Q…"
42,1142192590277828609,@_ohlaris Tá achando ??? Kkkkkkkkkkkkkkkkkkk ela vai te matar
43,1142192587111043073,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
44,1142192585953423360,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
45,1142192583243907075,RT @darthsisith: parece ironia querer viver um amor no século da putaria... https://t.co/HOp2qdrtQi
46,1142192575627046912,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
47,1142192560791793665,"RT @__holiveira: ⚠️É AMANHÃ ⚠️

💥AMANHÃ SABADÃO um mega show do MC MAGRINHO, o rei da putaria na boate @Topshowes , trazendo seus maiores s…"
48,1142192551925096448,Tão bonitinho que nem parece que serve para matar. https://t.co/W8xt2H431d
49,1142192531041607680,"que putaria é essa de não mostrar o Andy na faculdade/ emprego???? poha esperava mais d vc Pixar🤧🤧

porém que tzao d filme👏🏻👏🏻"
50,1142192527283503105,será q vou ter que matar a @Beasoarex?
51,1142192519104516097,que ironia viver putaria no seculo da putaria
52,1142192496245653505,"""Você tem um futuro brilhante pela frente""
Eu vou é me matar KKKKKKKKK"
53,1142192482895241218,@Igormazonni Só não vou matar ele mais pois sentei para comer um lanchão
54,1142192472011022337,vontade de matar a Lara que me mete em cada rolê aleatório que pqp
55,1142192465337901056,RT @darthsisith: parece ironia querer viver um amor no século da putaria... https://t.co/HOp2qdrtQi
56,1142192452557791232,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
57,1142192441124167685,"vou matar isaias, na moral"
58,1142192441006727168,aii meu deus se a **** tiver com as minhas notificações ativas eu vou me matar velho
59,1142192428239196161,@MarceloFreixo @FlavioBolsonaro Explicar quem mandou torturar e matar o Prefeito Celso Daniel vocês não se empenham em descobrir né?
60,1142192420244901888,RT @viclopesx: Declarada a minha volta pra putaria
61,1142192413366243329,"Boa noite, galerinha! Amanhã volto. Durmam bem e tentem não se matar."
62,1142192412829335552,"É adorar sacanear com a minha cara todo santo dia, vontade de matar um de tanta raiva q eu to"
63,1142192406667939840,RT @darthsisith: parece ironia querer viver um amor no século da putaria... https://t.co/HOp2qdrtQi
64,1142192397704671233,"RT @Topshowes: ⚠️É AMANHÃ ⚠️

💥AMANHÃ SABADÃO um mega show do MC MAGRINHO, o rei da putaria na boate @Topshowes , trazendo seus maiores suc…"
65,1142192391430057984,Quer me matar é falar q eu fiz algo q não fiz. Fico pra puta!
66,1142192327794057216,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
67,1142192310098235397,"Minha vontade é matar Pamela ! Me atrasou todo , pelo visto nem o reboco irei passar"
68,1142192302099750917,Vocês já aceitaram estar apaixonados hoje? Essa lua em câncer vai me matar
69,1142192297343369216,ela esqueceu sobre a coisa idiota que eu falava caralho que me matar
70,1142192276220928001,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
71,1142192262014754817,um dia eu ainda vou matar o fdp do uislas
72,1142192252674088960,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
73,1142192251206012929,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
74,1142192242028875777,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
75,1142192241630425088,"Eu já me despedi do amor, romance não quero mais, vou voltar pra putaria já deixei isso pra trás 😡"
76,1142192927210463242,"RT @yoontted: Como a rainha Spring Day atingiu a marca de 200 Milhões de reproduções nos chart do Gaon, sendo a 1ª música do BTS a alcançar…"
77,1142192925587267589,não diminuo o papel de Deus mas essa mina falou muita bosta https://t.co/HnymaAnVeS
78,1142192921518759936,Qq tem de saudável no mercado que vai matar a minha fome
79,1142192908306661376,RT @nataliaalvs_: A fanfic veio até com capa pronta! VOCÊS DOIS VÃO ME MATAR! #Señorita #SenoritaOutNow #SenoritaVideo https://t.co/UODC9Wu…
80,1142192895153311745,@JornalOGlobo Parabéns tá uma bosta
81,1142192894801043458,"@Tassoni06 Facas não tem finalidade de matar, arma de fogo só tem essa finalidade"
82,1142192891554672640,"RT @yure_jp: Eu não sou muito de falar não , eu sou do tipo que vai e faz 

Faz bosta"
83,1142192890476728320,RT @Jocksterlol: puta dia bosta
84,1142192884306915331,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
85,1142192873271693313,@cecimigone_ Ceci me vas a matar
86,1142192861557022720,RT @BelaCostanza: Shawn e Camila planejando matar o fandom inteiro de ataque cardíaco         #señorita https://t.co/7nK9bHMMLM
87,1142192853948481536,Eu so queria criar coragem pra me matar logo
88,1142192840694542336,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
89,1142192829676081152,Vida adulta é uma bosta
90,1142192829386711041,RT @crydunny: @jugjonesoficial @DULCEMIVIDA31 @minha_taques @universo_guii @TuaCarinhosaa por isso que ninguém te quer você é um caminhão c…
91,1142192825502707712,"Apocalipse 13
9 Se alguém tem ouvidos, ouça.

10 Se alguém leva em cativeiro, em cativeiro irá; se alguém matar à espada, necessário é que à espada seja morto. Aqui está a paciência e a fé dos santos."
92,1142192820842893312,e nao é que deu certo? terminei de matar os minions e ja tinha um Lucian de Espada do Divino e Hextech. Imortal ja
93,1142192818997420033,@_leticiacrz Para q é boa por bosta
94,1142192816778633216,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
95,1142192815721582594,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
96,1142192801679052803,Juro q vou matar a jhulia kkkkkkkk
97,1142192790459338753,"quero um carregador novooo, bosta"
98,1142192785342287872,"deveriam matar esse ano do mundo, coisa chata"
99,1142192780816658432,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
100,1142192773208166402,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
101,1142192758821724160,meu cabelo ja ta uma bosta e eu fiz chapinha a toa hj pq to indo com ele preso
102,1142192755407556609,"Minha casa é longe de tudo nessa bosta
Qualquer coisa é 20 conto de uber"
103,1142192752714768384,Meu strafe tá uma bosta essa temporada.
104,1142192750642769921,@vMasioli Que bosta kkkkkkk
105,1142192731445481477,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
106,1142192730560434176,RT @lachefboy: esse filme “BEATS” da netflix comeca bem foda e termina uma bosta
107,1142192728937291776,"RT @sensestae: perguntaram pro Taehyung o que faz ele achar alguém incrível

V: alguém que tem uma mente limpa e pode se expressar de forma…"
108,1142192726215135232,"RT @favaroo35: @DezaTeixeira_ Que fdp mane, vontade de matar esse cara tá tendo mas ok"
109,1142192724566859776,Ser tímido é uma bosta
110,1142192722192809985,"Só por que tenho 18 anos não passa financiamento de um carro, seus bosta"
111,1142192721018478592,"que dor de cabeça do inferno, eu vou morrer com essa bosta"
112,1142192706833276928,"eu tava c tanta sdd da namos 🖤 aiii, matar a sdd por varios dias 🙏🏼"
113,1142192686180556800,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
114,1142192684821561344,"RT @sensestae: perguntaram pro Taehyung o que faz ele achar alguém incrível

V: alguém que tem uma mente limpa e pode se expressar de forma…"
115,1142192670091153409,Vou matar esse garoto cara kkkkkkkkk
116,1142192669122289664,"#CovardesMerecemMorte Acho que as mulheres precisam reagir contra seus agressores, antes de serem mortas. A lei maria da penha não impede o homicídio quando o psicopata deseja matar. As mulheres agredidas precisam se armar p/ legítima defesa. Antes o agressor morto em vez delas. https://t.co/FVafgamEZ9"
117,1142192660549160960,Só vi duas vezes te colocarem corrente... — oia a bosta https://t.co/KUEXIm3KvE
118,1142192658573668353,"e o namo dela so fez brigar com ela, como se ela n tivesse direito de falar nd, nem ao menos defendeu ela, típico de macho bosta ne"
119,1142192657952849921,"@PresidenBr @rosimxn Não, a Lava Jato deu um tiro de canhão para matar uma formiga. Foi espataculosa."
120,1142192650877059076,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
121,1142192641410555904,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
122,1142192641154715649,"@_teless @pirerstill @folha Vai entender esse povo... A mulher morre por um motivo torpe. Aí o cara faz uma piada de humor negro e o outro quer matar a pessoa só por causa da piada. 😵

O que porra tá acontecendo com o mundo?"
123,1142192637929316353,@ClaudiaCostin Este projeto é o massacre para o povo trabalhador. Mas ele não  vai afetar o trabalhador.  Vai matar as medias e pequenas empresas.  Não  haverá mercado de  consumo.
124,1142192634754142209,DEUS DO CÉU A FOTO QUE O NOAH POSTOU NO INSTAGRAM HOMEM SE VC QUER ME MATAR PARABÉNS VC CONSEGUIU
125,1142192634364141573,"sla, eu so uma bosta sabe"
126,1142192633521102850,"O pior é que dá pra sentir pena, porque quando perceber que corpo é tudo a mesma bosta"
127,1142192624754987008,"@DezaTeixeira_ Que fdp mane, vontade de matar esse cara tá tendo mas ok"
128,1142192622490062848,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
129,1142192621651144705,eu vou MATAR a jamilly
130,1142192615527473153,"@Gabriel_Fraga92 @ggmaultasch A função de um objeto é definida pelo agente que controla este mesmo objeto. Alguém sob posse de uma arma pode usar este para fazer coleção, tiro esportivo, coagir pessoas para obter outros objetos, entre outros. Logo, arma possui outras funções além de matar."
131,1142192594673393664,"@chiksterr_ É SEGREDO 
ja era vamo ter q matar @danielawilhelm5 
e eu n sou assustadora
:)"
132,1142192590470754309,"RT @abdalafarah: Hoje é dia 21/06/2019!

Sem perder esse foco:

Quando será o depoimento  do Flávio Bolsonaro?
E as investigações sobre o Q…"
133,1142192590277828609,@_ohlaris Tá achando ??? Kkkkkkkkkkkkkkkkkkk ela vai te matar
134,1142192587111043073,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
135,1142192585953423360,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
136,1142192575627046912,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
137,1142192559655137283,na moral vou sair DE SOCO com o spotify que atualização bosta eh essa meu pai CADÊ MINHAS MÚSICAS
138,1142192551925096448,Tão bonitinho que nem parece que serve para matar. https://t.co/W8xt2H431d
139,1142192527283503105,será q vou ter que matar a @Beasoarex?
140,1142192508375588864,"@senadorhumberto Oh, Humcerto Bosta! Quem tem que pedir desculpas à nação, é o seu patrão que tá preso lá em Curitiba, por ter roubado e quebrado o país. E, se eu fosse um Lixo que nem você, depois de ter sido HUMILHDO e FRITO por MORO, AO VIVO, eu teria muita vergonha de ficar em Brasília!"
141,1142192496245653505,"""Você tem um futuro brilhante pela frente""
Eu vou é me matar KKKKKKKKK"
142,1142192490734374912,@btslosts n pq sempre fica uma bosta
143,1142192489228640261,@GauchaZH @kellymatos Grande bosta. Jacaré também chora
144,1142192484203814917,RT @artswae: Poxa eu sou tão bosta assim?
145,1142192482895241218,@Igormazonni Só não vou matar ele mais pois sentei para comer um lanchão
146,1142192472011022337,vontade de matar a Lara que me mete em cada rolê aleatório que pqp
147,1142192466508046336,@douglaslambert Prêmio Cogumelo de Bosta pra eles
148,1142192452557791232,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
149,1142192933212495872,RT @sra_topzera: n me lembro da parte da bíblia q jesus tirava uma arma pra matar a petralhada https://t.co/sfe4uIRra2
150,1142192930578452480,"o cara ainda esfrega na minha cara que eu tentei me matar pra usar como forma de chantagear eles a fazerem o que eu quero
eu literalmente só quero ter direito a poder escolher qual vai ser meu trabalho e qual vai ser meu marido
só"
151,1142192927210463242,"RT @yoontted: Como a rainha Spring Day atingiu a marca de 200 Milhões de reproduções nos chart do Gaon, sendo a 1ª música do BTS a alcançar…"
152,1142192921518759936,Qq tem de saudável no mercado que vai matar a minha fome
153,1142192908306661376,RT @nataliaalvs_: A fanfic veio até com capa pronta! VOCÊS DOIS VÃO ME MATAR! #Señorita #SenoritaOutNow #SenoritaVideo https://t.co/UODC9Wu…
154,1142192903709704197,"Saí correndo da barbearia p ir no banheiro do shopping e um argentino cuzao veio na minha falar merda, eu olhei p ele c uma cara tão d cu q ele pediu desculpa 

Aqui não parceiro"
155,1142192894801043458,"@Tassoni06 Facas não tem finalidade de matar, arma de fogo só tem essa finalidade"
156,1142192884306915331,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
157,1142192873271693313,@cecimigone_ Ceci me vas a matar
158,1142192861557022720,RT @BelaCostanza: Shawn e Camila planejando matar o fandom inteiro de ataque cardíaco         #señorita https://t.co/7nK9bHMMLM
159,1142192853948481536,Eu so queria criar coragem pra me matar logo
160,1142192840694542336,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
161,1142192825502707712,"Apocalipse 13
9 Se alguém tem ouvidos, ouça.

10 Se alguém leva em cativeiro, em cativeiro irá; se alguém matar à espada, necessário é que à espada seja morto. Aqui está a paciência e a fé dos santos."
162,1142192820842893312,e nao é que deu certo? terminei de matar os minions e ja tinha um Lucian de Espada do Divino e Hextech. Imortal ja
163,1142192816778633216,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
164,1142192815721582594,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
165,1142192801679052803,Juro q vou matar a jhulia kkkkkkkk
166,1142192785342287872,"deveriam matar esse ano do mundo, coisa chata"
167,1142192780816658432,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
168,1142192776869756928,RT @maria_dfurtado: Caralho cu buceta bunda piru Pinto pau porra se foder puta que pariu caralhão bucetão cuzão pau no cu
169,1142192773208166402,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
170,1142192731445481477,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
171,1142192728937291776,"RT @sensestae: perguntaram pro Taehyung o que faz ele achar alguém incrível

V: alguém que tem uma mente limpa e pode se expressar de forma…"
172,1142192726215135232,"RT @favaroo35: @DezaTeixeira_ Que fdp mane, vontade de matar esse cara tá tendo mas ok"
173,1142192706833276928,"eu tava c tanta sdd da namos 🖤 aiii, matar a sdd por varios dias 🙏🏼"
174,1142192686180556800,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
175,1142192684821561344,"RT @sensestae: perguntaram pro Taehyung o que faz ele achar alguém incrível

V: alguém que tem uma mente limpa e pode se expressar de forma…"
176,1142192670091153409,Vou matar esse garoto cara kkkkkkkkk
177,1142192669122289664,"#CovardesMerecemMorte Acho que as mulheres precisam reagir contra seus agressores, antes de serem mortas. A lei maria da penha não impede o homicídio quando o psicopata deseja matar. As mulheres agredidas precisam se armar p/ legítima defesa. Antes o agressor morto em vez delas. https://t.co/FVafgamEZ9"
178,1142192657952849921,"@PresidenBr @rosimxn Não, a Lava Jato deu um tiro de canhão para matar uma formiga. Foi espataculosa."
179,1142192656090574848,@pilotosarrador Ae o cuzao do kissy ae mão manda ele manda o contato dele ai
180,1142192650877059076,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
181,1142192641410555904,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
182,1142192641154715649,"@_teless @pirerstill @folha Vai entender esse povo... A mulher morre por um motivo torpe. Aí o cara faz uma piada de humor negro e o outro quer matar a pessoa só por causa da piada. 😵

O que porra tá acontecendo com o mundo?"
183,1142192637929316353,@ClaudiaCostin Este projeto é o massacre para o povo trabalhador. Mas ele não  vai afetar o trabalhador.  Vai matar as medias e pequenas empresas.  Não  haverá mercado de  consumo.
184,1142192634754142209,DEUS DO CÉU A FOTO QUE O NOAH POSTOU NO INSTAGRAM HOMEM SE VC QUER ME MATAR PARABÉNS VC CONSEGUIU
185,1142192624754987008,"@DezaTeixeira_ Que fdp mane, vontade de matar esse cara tá tendo mas ok"
186,1142192622490062848,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
187,1142192621651144705,eu vou MATAR a jamilly
188,1142192615527473153,"@Gabriel_Fraga92 @ggmaultasch A função de um objeto é definida pelo agente que controla este mesmo objeto. Alguém sob posse de uma arma pode usar este para fazer coleção, tiro esportivo, coagir pessoas para obter outros objetos, entre outros. Logo, arma possui outras funções além de matar."
189,1142192600524480512,"RT @BastosEdf: Mirian Leitão, dizendo que a educação neste governo, está bagunçada, que não podemos perder 1 minuto. Perderam 20 anos e ela…"
190,1142192594673393664,"@chiksterr_ É SEGREDO 
ja era vamo ter q matar @danielawilhelm5 
e eu n sou assustadora
:)"
191,1142192590470754309,"RT @abdalafarah: Hoje é dia 21/06/2019!

Sem perder esse foco:

Quando será o depoimento  do Flávio Bolsonaro?
E as investigações sobre o Q…"
192,1142192590277828609,@_ohlaris Tá achando ??? Kkkkkkkkkkkkkkkkkkk ela vai te matar
193,1142192587111043073,"RT @itsannalu: o dia que meu irmão, marcopeida, aproveitou que minha mãe veio me visitar em NY 

e tentou matar aula 

acontece que minha m…"
194,1142192585953423360,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
195,1142192580794433538,Meu deus O CUZAO da pabblo no insta
196,1142192575627046912,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
197,1142192551925096448,Tão bonitinho que nem parece que serve para matar. https://t.co/W8xt2H431d
198,1142192527283503105,será q vou ter que matar a @Beasoarex?
199,1142192496245653505,"""Você tem um futuro brilhante pela frente""
Eu vou é me matar KKKKKKKKK"
200,1142192482895241218,@Igormazonni Só não vou matar ele mais pois sentei para comer um lanchão
201,1142192472011022337,vontade de matar a Lara que me mete em cada rolê aleatório que pqp
202,1142192452557791232,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
203,1142192441124167685,"vou matar isaias, na moral"
204,1142192441006727168,aii meu deus se a **** tiver com as minhas notificações ativas eu vou me matar velho
205,1142192428239196161,@MarceloFreixo @FlavioBolsonaro Explicar quem mandou torturar e matar o Prefeito Celso Daniel vocês não se empenham em descobrir né?
206,1142192413366243329,"Boa noite, galerinha! Amanhã volto. Durmam bem e tentem não se matar."
207,1142192412829335552,"É adorar sacanear com a minha cara todo santo dia, vontade de matar um de tanta raiva q eu to"
208,1142192391430057984,Quer me matar é falar q eu fiz algo q não fiz. Fico pra puta!
209,1142192376259239937,Sempre me pego dividido entre meu lado emocionado e meu lado cuzão de ser.
210,1142192351978434562,@RodrigoMaia nhonho sei gordo filho da puta. Vcs que querem a dominação da corrupção aqui que tem uma pauta diferente do povo seu cuzão. Elegemos o Bolsonaro pq cansamos de sua quadrilha seu pau no cu
211,1142192327794057216,"RT @maryritalopes: Li que está perto de anunciar o mandante para matar Bolsonaro.
Alguém sabe se procede? 
Este país parece novela, cada me…"
212,1142192310098235397,"Minha vontade é matar Pamela ! Me atrasou todo , pelo visto nem o reboco irei passar"
213,1142192307761889281,"@Lover_of_Waifus Cara,so saiba q o eren fica mt foda e mt cuzao(to falando do mangá)"
214,1142192302099750917,Vocês já aceitaram estar apaixonados hoje? Essa lua em câncer vai me matar
215,1142192297343369216,ela esqueceu sobre a coisa idiota que eu falava caralho que me matar
216,1142192276220928001,"RT @QuebrandoOTabu: Tem tanto cristão defendendo armas que dá a impressão que no mandamento ""não matarás"" tem algum asterisco dizendo que e…"
217,1142192271749783554,"@angihorbano Ahhn cole viado.. física eu sabia 30%, não era bom em química cuzão"
218,1142192267433828352,"“O flecheiro tem meu respeito” me ajuda ai cuzao, eu hein"
219,1142192262014754817,um dia eu ainda vou matar o fdp do uislas
220,1142192252674088960,"RT @RogerioCorreia_: Quer dizer que a PF de Moro vai à Rússia, Dubai, EUA, tudo isso para identificar o tal suposto hacker das denúncias co…"
